ID;RUN;Nombre;Apellidos;Dirección;"Correo Electrónico";Teléfono;tipo;titular;rol;profesión;especialidad;firma;"institucion previsional de salud";
1433;344079-6;"Francisco José";"Araya Espinoza";"Av. Vicuña Mackenna 3981";francisco.araya@correoexample.com;953380829;titular;344079-6;Administrativo;;;"sin firma";"especial S.A.";
1434;683212-1;"Ana Francisco";"Sepúlveda Flores";"Av. Independencia 6825";ana.sepulveda@correoexample.com;975371139;titular;683212-1;Paciente;;;"sin firma";"especial S.A.";
1435;620791-K;Pedro;López;"Av. Manuel Montt 8304";pedro.lopez@mailficticio.cl;922979755;beneficiario;515412-K;Paciente;;;"sin firma";"Colmena de avispas S.A.";
1436;684498-7;Daniel;"Fuentes Muñoz";"Av. Manuel Montt 6739";daniel.fuentes@prueba.org;940815633;titular;684498-7;Paciente;;;"sin firma";"Menos vida S.A.";
1437;779047-3;Luis;Espinoza;"Av. Vicuña Mackenna 10938";luis.espinoza@prueba.org;984403455;titular;779047-3;"Staff Médico";Kinesiólogo/a;;"sin firma";"Cruz de Malta S.A.";
1438;162981-6;Carmen;"Pérez Araya";"Av. Apoquindo 3973";carmen.perez@prueba.org;982553068;titular;162981-6;Paciente;;;"sin firma";"Vida uno S.A.";
1439;284866-K;Carmen;"Martínez Martínez";"Av. Providencia 2340";carmen.martinez@prueba.org;978708583;titular;284866-K;Administrativo;;;"sin firma";"Colmena de avispas S.A.";
1440;276206-4;"Lucía Ana";"Espinoza Rojas";"Av. Grecia 1887";lucia.espinoza@correoexample.com;934886883;titular;276206-4;"Staff Médico";Tens;;"sin firma";"Fundación e imperio";
1441;637074-8;Daniel;"Araya López";"Av. Independencia 11092";daniel.araya@correoexample.com;935909624;beneficiario;513118-9;Paciente;;;"sin firma";"Cruz de Malta S.A.";
1442;413365-K;"José José";Rodríguez;"Av. Macul 11103";jose.rodriguez@mailficticio.cl;979239408;beneficiario;245728-8;Paciente;;;"sin firma";"Colmena de avispas S.A.";
1443;498227-4;Ana;"Rojas Torres";"Av. Tobalaba 4556";ana.rojas@correoexample.com;914395102;beneficiario;483713-4;Paciente;;;"sin firma";"Vida uno S.A.";
1444;206511-8;Laura;González;"Av. Tobalaba 6132";laura.gonzalez@correoexample.com;914402578;titular;206511-8;Administrativo;;;"sin firma";"Medibanc S.A.";
1445;150789-3;"Pedro Andrés";"Flores Rodríguez";"Av. Libertador Bernardo O'Higgins 5757";pedro.flores@prueba.org;928957900;beneficiario;190027-7;Paciente;;;"sin firma";"Cruz de Malta S.A.";
1446;207832-5;Carmen;"Silva González";"Av. Grecia 1784";carmen.silva@prueba.org;981448356;beneficiario;797134-6;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
1447;249516-3;"Ana Juan";Flores;"Av. Recoleta 11199";ana.flores@prueba.org;980590872;titular;249516-3;Administrativo;;;"sin firma";FONASA;
1448;665284-0;Carmen;"Flores Fuentes";"Av. Macul 8571";carmen.flores@mailficticio.cl;971712542;titular;665284-0;"Staff Médico";Tens;;"sin firma";"Cruz pal cielo Ltda.";
1449;932933-1;Daniel;"Díaz Fuentes";"Av. Los Leones 2826";daniel.diaz@correoexample.com;989072692;beneficiario;868560-6;Paciente;;;"sin firma";"Colmena de avispas S.A.";
1450;546901-5;"Diego Juan";Araya;"Av. Vicuña Mackenna 7608";diego.araya@dominiofake.net;918094304;beneficiario;259093-K;Paciente;;;"sin firma";"Vida uno S.A.";
1451;454052-2;"Isabel Miguel";Martínez;"Av. Providencia 10241";isabel.martinez@mailficticio.cl;992624281;titular;454052-2;Paciente;;;"sin firma";FONASA;
1452;218507-5;Marta;Hernández;"Av. Pajaritos 10027";marta.hernandez@prueba.org;928946312;titular;218507-5;Paciente;;;"sin firma";"sinsalud S.A.";
1453;262556-3;"Luis Pedro";Rodríguez;"Av. Los Leones 4947";luis.rodriguez@dominiofake.net;962670603;titular;262556-3;Paciente;;;"sin firma";"Menos vida S.A.";
1454;693224-K;Miguel;"Díaz Morales";"Av. Irarrazabal 8030";miguel.diaz@prueba.org;957004024;titular;693224-K;"Staff Médico";Médico;Diabetología;./firma/1454;"Vida uno S.A.";
1455;711953-4;"Marta Carmen";"Martínez Araya";"Av. Tobalaba 10349";marta.martinez@correoexample.com;954749274;beneficiario;378636-6;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
1456;973184-9;Carmen;"Pérez Morales";"Av. Matta 5914";carmen.perez@dominiofake.net;923330115;titular;973184-9;"Staff Médico";Tens;;"sin firma";FONASA;
1457;584333-2;Sofía;"Rodríguez Díaz";"Av. Recoleta 8395";sofia.rodriguez@correoexample.com;953868808;beneficiario;933713-K;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
1458;337233-2;Miguel;Martínez;"Av. Independencia 354";miguel.martinez@mailficticio.cl;911425386;beneficiario;143917-0;Paciente;;;"sin firma";FONASA;
1459;397138-4;Isabel;Pérez;"Av. Libertador Bernardo O'Higgins 10484";isabel.perez@prueba.org;949446524;titular;397138-4;Paciente;;;"sin firma";FONASA;
1460;495468-8;Isabel;Díaz;"Av. Pajaritos 4274";isabel.diaz@mailficticio.cl;968029529;beneficiario;711726-4;Paciente;;;"sin firma";"Fundación e imperio";
1461;260607-0;Javier;"Sepúlveda Espinoza";"Av. Manuel Montt 11491";javier.sepulveda@dominiofake.net;913954183;titular;260607-0;"Staff Médico";Tens;;"sin firma";"Menos vida S.A.";
1462;467384-0;Daniel;Contreras;"Av. Providencia 505";daniel.contreras@prueba.org;927118092;beneficiario;680621-K;Paciente;;;"sin firma";"sinsalud S.A.";
1463;687287-5;"Javier Javier";Fuentes;"Av. Matta 10146";javier.fuentes@prueba.org;992014737;titular;687287-5;Administrativo;;;"sin firma";FONASA;
1464;815005-2;Diego;Rodríguez;"Av. Matta 4689";diego.rodriguez@dominiofake.net;947102299;beneficiario;851395-3;Paciente;;;"sin firma";"Fundación e imperio";
1465;923986-3;"Pedro Luis";"Fuentes Torres";"Av. Pajaritos 10365";pedro.fuentes@correoexample.com;975742002;titular;923986-3;Paciente;;;"sin firma";FONASA;
1466;540011-2;"Miguel María";"Sepúlveda Fuentes";"Av. Vicuña Mackenna 5905";miguel.sepulveda@prueba.org;935007897;beneficiario;129409-1;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
1467;258613-4;"Antonio Javier";López;"Av. Grecia 10011";antonio.lopez@dominiofake.net;912498407;titular;258613-4;Paciente;;;"sin firma";FONASA;
1468;973847-9;"Sofía Diego";"Martínez González";"Av. Macul 7742";sofia.martinez@mailficticio.cl;954192038;beneficiario;596664-7;Paciente;;;"sin firma";"Fundación e imperio";
1469;720103-6;Isabel;"Araya Muñoz";"Av. Matta 9034";isabel.araya@prueba.org;957311012;beneficiario;208400-7;Paciente;;;"sin firma";"especial S.A.";
1470;946250-3;Pedro;"Espinoza Valenzuela";"Av. Recoleta 6521";pedro.espinoza@mailficticio.cl;992280318;titular;946250-3;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
1471;268612-0;Antonio;López;"Av. Matta 3664";antonio.lopez@mailficticio.cl;910917170;titular;268612-0;Paciente;;;"sin firma";"sinsalud S.A.";
1472;436747-2;"María Marta";Muñoz;"Av. Grecia 4896";maria.munoz@dominiofake.net;960493168;titular;436747-2;"Staff Médico";Médico;Coloproctología;./firma/1472;"Cruz pal cielo Ltda.";
1473;320306-9;Laura;"López Hernández";"Av. Irarrazabal 20";laura.lopez@prueba.org;958870110;beneficiario;523954-0;Paciente;;;"sin firma";"Vida uno S.A.";
1474;124037-4;María;Fuentes;"Av. Vicuña Mackenna 10612";maria.fuentes@mailficticio.cl;940097420;titular;124037-4;"Staff Médico";Médico;"Endocrinología Adulto";./firma/1474;"especial S.A.";
1475;145556-7;Carmen;Morales;"Av. Manuel Montt 9564";carmen.morales@correoexample.com;973966247;beneficiario;231564-5;Paciente;;;"sin firma";"sinsalud S.A.";
1476;123964-3;Sofía;Torres;"Av. Apoquindo 8077";sofia.torres@prueba.org;930064343;titular;123964-3;Administrativo;;;"sin firma";"Fundación e imperio";
1477;140788-0;"Isabel Isabel";Araya;"Av. Independencia 8427";isabel.araya@mailficticio.cl;967652395;beneficiario;294229-1;Paciente;;;"sin firma";"Cruz de Malta S.A.";
1478;662027-2;Paula;"Martínez Torres";"Av. Libertador Bernardo O'Higgins 10824";paula.martinez@prueba.org;977356997;titular;662027-2;"Staff Médico";Médico;"Genética Clínica";./firma/1478;"Colmena de avispas S.A.";
1479;553791-6;Andrés;"Muñoz Sepúlveda";"Av. Independencia 8129";andres.munoz@dominiofake.net;905884977;beneficiario;229688-8;Paciente;;;"sin firma";"Medibanc S.A.";
1480;799368-4;Miguel;González;"Av. Los Leones 3598";miguel.gonzalez@dominiofake.net;965863724;titular;799368-4;"Staff Médico";Kinesiólogo/a;;"sin firma";"Salud Ltda.";
1481;310621-7;Marta;"Morales Rojas";"Av. Independencia 8670";marta.morales@correoexample.com;978514797;titular;310621-7;Paciente;;;./firma/1481;"Menos vida S.A.";
1482;188436-0;Miguel;Fuentes;"Av. Recoleta 4034";miguel.fuentes@dominiofake.net;939470702;titular;188436-0;Paciente;;;"sin firma";FONASA;
1483;936104-9;Juan;Morales;"Av. Matta 9589";juan.morales@prueba.org;933786106;beneficiario;429851-9;Paciente;;;"sin firma";FONASA;
1484;290772-0;Francisco;"Díaz Sepúlveda";"Av. Libertador Bernardo O'Higgins 4174";francisco.diaz@mailficticio.cl;998334978;beneficiario;699028-2;Paciente;;;"sin firma";"Salud Ltda.";
1485;319555-4;Sofía;"Hernández Hernández";"Av. Grecia 9363";sofia.hernandez@correoexample.com;966549496;titular;319555-4;Paciente;;;"sin firma";"sinsalud S.A.";
1486;408091-2;Ana;"Hernández Morales";"Av. Manuel Montt 8621";ana.hernandez@prueba.org;927432607;titular;408091-2;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
1487;852806-3;Francisco;"Rodríguez Díaz";"Av. Recoleta 2186";francisco.rodriguez@mailficticio.cl;920024365;titular;852806-3;Paciente;;;"sin firma";"Salud Ltda.";
1488;907411-2;Sofía;"Silva Rojas";"Av. Tobalaba 8527";sofia.silva@mailficticio.cl;948805157;beneficiario;812642-9;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
1489;311844-4;Miguel;"Torres Pérez";"Av. Recoleta 10989";miguel.torres@prueba.org;965335225;titular;311844-4;Administrativo;;;"sin firma";"Cruz de Malta S.A.";
1490;875560-4;Daniel;"Sepúlveda Espinoza";"Av. Los Leones 8152";daniel.sepulveda@mailficticio.cl;903111745;titular;875560-4;Paciente;;;"sin firma";"sinsalud S.A.";
1491;939247-5;Diego;"Díaz Morales";"Av. Providencia 11192";diego.diaz@dominiofake.net;974884067;beneficiario;663033-2;Paciente;;;"sin firma";"Colmena de avispas S.A.";
1492;171234-9;Francisco;"Hernández Hernández";"Av. Los Leones 11042";francisco.hernandez@correoexample.com;994605622;beneficiario;531066-0;Paciente;;;"sin firma";"Vida uno S.A.";
1493;217593-2;"Andrés María";Muñoz;"Av. Irarrazabal 43";andres.munoz@correoexample.com;911412674;titular;217593-2;Paciente;;;./firma/1493;"Vida uno S.A.";
1494;811545-1;"Pedro Sofía";González;"Av. Libertador Bernardo O'Higgins 4883";pedro.gonzalez@prueba.org;972733729;titular;811545-1;Paciente;;;"sin firma";"Cruz de Malta S.A.";
1495;535491-9;"Pedro Laura";"Pérez Espinoza";"Av. Manuel Montt 7185";pedro.perez@mailficticio.cl;995213119;titular;535491-9;Paciente;;;"sin firma";"Colmena de avispas S.A.";
1496;812642-9;José;Muñoz;"Av. Matta 8486";jose.munoz@mailficticio.cl;994822503;titular;812642-9;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
1497;320060-4;"Laura María";"Contreras Araya";"Av. Los Leones 3007";laura.contreras@mailficticio.cl;921187535;titular;320060-4;Paciente;;;"sin firma";FONASA;
1498;882748-6;Javier;"Contreras Flores";"Av. Apoquindo 2798";javier.contreras@correoexample.com;966377957;beneficiario;631615-8;Paciente;;;"sin firma";FONASA;
1499;267180-8;Andrés;"Araya Silva";"Av. Grecia 5336";andres.araya@dominiofake.net;997690397;beneficiario;943349-K;Paciente;;;"sin firma";"Colmena de avispas S.A.";
1500;417982-K;Isabel;"Martínez Torres";"Av. Recoleta 1429";isabel.martinez@dominiofake.net;980755739;titular;417982-K;Paciente;;;"sin firma";"Colmena de avispas S.A.";
1501;675221-7;Javier;"Sepúlveda Silva";"Av. Macul 4527";javier.sepulveda@mailficticio.cl;947049632;beneficiario;299627-8;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
1502;438935-2;"Paula Lucía";"Sepúlveda Muñoz";"Av. Grecia 4396";paula.sepulveda@dominiofake.net;974228146;beneficiario;857714-5;Paciente;;;"sin firma";FONASA;
1503;132041-6;Juan;"Rojas Espinoza";"Av. Libertador Bernardo O'Higgins 8347";juan.rojas@prueba.org;945599374;beneficiario;142896-9;Paciente;;;"sin firma";"Menos vida S.A.";
1504;777519-9;Lucía;"Valenzuela Pérez";"Av. Matta 2947";lucia.valenzuela@correoexample.com;944897930;beneficiario;439408-9;Paciente;;;"sin firma";FONASA;
1505;205634-8;Juan;Valenzuela;"Av. Manuel Montt 9147";juan.valenzuela@prueba.org;958664410;titular;205634-8;Paciente;;;"sin firma";"especial S.A.";
1506;116871-1;Antonio;"Muñoz Fuentes";"Av. Los Leones 10295";antonio.munoz@correoexample.com;949507855;beneficiario;678019-9;Paciente;;;"sin firma";"Colmena de avispas S.A.";
1507;816017-1;Ana;"Valenzuela Morales";"Av. Matta 4714";ana.valenzuela@dominiofake.net;979308415;beneficiario;908056-2;Paciente;;;"sin firma";"Vida uno S.A.";
1508;597954-4;"Isabel Pedro";"Rodríguez Hernández";"Av. Providencia 10353";isabel.rodriguez@correoexample.com;945971076;beneficiario;942542-K;Paciente;;;"sin firma";"Medibanc S.A.";
1509;281988-0;Andrés;Flores;"Av. Providencia 16";andres.flores@mailficticio.cl;916480239;titular;281988-0;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
1510;416404-0;"Javier Andrés";"Soto Espinoza";"Av. Los Leones 4710";javier.soto@prueba.org;990400671;beneficiario;281916-3;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
1511;885930-2;Carmen;"Espinoza Rojas";"Av. Los Leones 11526";carmen.espinoza@correoexample.com;973839161;beneficiario;592291-7;Paciente;;;"sin firma";"Salud Ltda.";
1512;536315-2;Marta;"Díaz Rodríguez";"Av. Grecia 5112";marta.diaz@correoexample.com;970540277;beneficiario;717638-4;Paciente;;;"sin firma";"Salud Ltda.";
1513;759253-1;Pedro;"Torres Contreras";"Av. Manuel Montt 3587";pedro.torres@correoexample.com;953562909;beneficiario;897255-9;Paciente;;;"sin firma";"especial S.A.";
1514;629424-3;"María Lucía";"Araya Muñoz";"Av. Tobalaba 8918";maria.araya@prueba.org;904238058;beneficiario;703265-K;Paciente;;;"sin firma";FONASA;
1515;705010-0;Juan;"Torres Silva";"Av. Irarrazabal 5239";juan.torres@dominiofake.net;939533921;titular;705010-0;Administrativo;;;"sin firma";"Medibanc S.A.";
1516;124458-2;Marta;"Espinoza Torres";"Av. Pajaritos 11509";marta.espinoza@prueba.org;919606212;beneficiario;697842-8;Paciente;;;"sin firma";"Vida uno S.A.";
1517;973780-4;Juan;"Soto Hernández";"Av. Pajaritos 9942";juan.soto@prueba.org;980688216;beneficiario;681911-7;Paciente;;;"sin firma";"Menos vida S.A.";
1518;432242-8;Andrés;"Flores Rodríguez";"Av. Libertador Bernardo O'Higgins 6964";andres.flores@dominiofake.net;954158232;titular;432242-8;Paciente;;;"sin firma";"Fundación e imperio";
1519;617912-6;Javier;"Sepúlveda Valenzuela";"Av. Libertador Bernardo O'Higgins 6305";javier.sepulveda@correoexample.com;917546846;titular;617912-6;Paciente;;;"sin firma";FONASA;
1520;214447-6;Daniel;"Silva Valenzuela";"Av. Vicuña Mackenna 8624";daniel.silva@correoexample.com;972798416;beneficiario;579242-8;Paciente;;;"sin firma";"Medibanc S.A.";
1521;367762-1;Lucía;"Rojas Díaz";"Av. Libertador Bernardo O'Higgins 9852";lucia.rojas@prueba.org;960655124;beneficiario;165944-8;Paciente;;;"sin firma";"Menos vida S.A.";
1522;948978-9;Francisco;Sepúlveda;"Av. Libertador Bernardo O'Higgins 6241";francisco.sepulveda@dominiofake.net;946647513;beneficiario;872601-9;Paciente;;;"sin firma";"Vida uno S.A.";
1523;487990-2;Antonio;Hernández;"Av. Macul 9974";antonio.hernandez@prueba.org;918425905;beneficiario;994878-3;Paciente;;;"sin firma";"Menos vida S.A.";
1524;529211-5;"Miguel Laura";"Espinoza Hernández";"Av. Macul 5826";miguel.espinoza@mailficticio.cl;941525068;beneficiario;525044-7;Paciente;;;"sin firma";"Medibanc S.A.";
1525;329091-3;Laura;Sepúlveda;"Av. Vicuña Mackenna 5424";laura.sepulveda@dominiofake.net;903138998;beneficiario;284866-K;Paciente;;;"sin firma";"Colmena de avispas S.A.";
1526;633632-9;Lucía;Sepúlveda;"Av. Manuel Montt 1352";lucia.sepulveda@correoexample.com;904715047;beneficiario;296405-8;Paciente;;;"sin firma";"Menos vida S.A.";
1527;489516-9;Juan;Araya;"Av. Irarrazabal 10593";juan.araya@mailficticio.cl;986845455;beneficiario;325536-0;Paciente;;;"sin firma";"Colmena de avispas S.A.";
1528;865581-2;Juan;"Rodríguez Valenzuela";"Av. Independencia 3702";juan.rodriguez@dominiofake.net;951042924;beneficiario;276206-4;Paciente;;;"sin firma";"Fundación e imperio";
1529;902129-9;Carmen;Valenzuela;"Av. Vicuña Mackenna 4767";carmen.valenzuela@dominiofake.net;962398498;beneficiario;262096-0;Paciente;;;"sin firma";"especial S.A.";
1530;761136-6;Francisco;"Araya Flores";"Av. Recoleta 9711";francisco.araya@dominiofake.net;974815043;titular;761136-6;Paciente;;;"sin firma";"Menos vida S.A.";
1531;109684-2;Marta;Rojas;"Av. Tobalaba 2305";marta.rojas@correoexample.com;969724102;beneficiario;955163-8;Paciente;;;"sin firma";"Salud Ltda.";
1532;654272-7;Laura;Hernández;"Av. Recoleta 7";laura.hernandez@correoexample.com;953636476;titular;654272-7;Paciente;;;"sin firma";"Colmena de avispas S.A.";
1533;561152-0;Javier;"Díaz Espinoza";"Av. Manuel Montt 3474";javier.diaz@dominiofake.net;947275668;titular;561152-0;Paciente;;;"sin firma";"Cruz de Malta S.A.";
1534;727208-1;Carmen;"Silva Rodríguez";"Av. Recoleta 312";carmen.silva@prueba.org;924050607;beneficiario;992721-2;Paciente;;;"sin firma";FONASA;
1535;102329-2;Javier;"Pérez González";"Av. Apoquindo 7843";javier.perez@mailficticio.cl;929215126;titular;102329-2;Paciente;;;"sin firma";"Fundación e imperio";
1536;458092-3;Antonio;"Martínez Torres";"Av. Grecia 8078";antonio.martinez@prueba.org;929023721;titular;458092-3;Paciente;;;./firma/1536;"Vida uno S.A.";
1537;296914-9;Marta;"Martínez Hernández";"Av. Macul 1100";marta.martinez@correoexample.com;948265828;titular;296914-9;Paciente;;;"sin firma";FONASA;
1538;758493-8;Isabel;"Soto Hernández";"Av. Irarrazabal 4633";isabel.soto@mailficticio.cl;977414013;titular;758493-8;Paciente;;;"sin firma";"Medibanc S.A.";
1539;207717-5;Antonio;"Torres Rodríguez";"Av. La Florida 11801";antonio.torres@prueba.org;994679367;beneficiario;350786-6;Paciente;;;"sin firma";"Colmena de avispas S.A.";
1540;260713-1;Pedro;"Muñoz Soto";"Av. Apoquindo 4520";pedro.munoz@correoexample.com;936072140;titular;260713-1;Paciente;;;"sin firma";FONASA;
1541;553304-K;"Laura Isabel";Silva;"Av. Irarrazabal 3943";laura.silva@correoexample.com;972611466;beneficiario;295777-9;Paciente;;;"sin firma";"Menos vida S.A.";
1542;422264-4;"Antonio Sofía";"Fuentes Pérez";"Av. Vicuña Mackenna 8701";antonio.fuentes@correoexample.com;976775515;titular;422264-4;"Staff Médico";Tens;;"sin firma";"Medibanc S.A.";
1543;894068-1;Carmen;Rojas;"Av. La Florida 6632";carmen.rojas@prueba.org;935395670;beneficiario;830907-8;Paciente;;;"sin firma";"Colmena de avispas S.A.";
1544;481115-1;María;"Araya Sepúlveda";"Av. La Florida 1519";maria.araya@mailficticio.cl;961296672;titular;481115-1;Paciente;;;"sin firma";"Salud Ltda.";
1545;878325-K;"Isabel María";"Soto González";"Av. Apoquindo 10666";isabel.soto@correoexample.com;902802222;beneficiario;454680-6;Paciente;;;"sin firma";"sinsalud S.A.";
1546;906188-6;"Lucía Isabel";Valenzuela;"Av. Pajaritos 8978";lucia.valenzuela@dominiofake.net;900801778;titular;906188-6;Administrativo;;;"sin firma";"Cruz de Malta S.A.";
1547;681940-0;Luis;"Rodríguez Contreras";"Av. Matta 6119";luis.rodriguez@dominiofake.net;948848498;beneficiario;885340-1;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
1548;625473-K;José;Flores;"Av. Libertador Bernardo O'Higgins 1711";jose.flores@dominiofake.net;959588470;beneficiario;483293-0;Paciente;;;"sin firma";"Salud Ltda.";
1549;564287-6;"Antonio Carmen";"Sepúlveda Flores";"Av. Apoquindo 1511";antonio.sepulveda@dominiofake.net;918242352;beneficiario;131376-2;Paciente;;;"sin firma";"Salud Ltda.";
1550;808555-2;Daniel;"Sepúlveda Espinoza";"Av. Manuel Montt 11092";daniel.sepulveda@dominiofake.net;904344462;beneficiario;333448-1;Paciente;;;"sin firma";"Menos vida S.A.";
1551;116784-7;Javier;"González Contreras";"Av. Macul 5163";javier.gonzalez@mailficticio.cl;968187894;beneficiario;684498-7;Paciente;;;"sin firma";"Menos vida S.A.";
1552;556181-7;Andrés;"Rojas Rodríguez";"Av. Los Leones 151";andres.rojas@mailficticio.cl;953741110;beneficiario;174699-5;Paciente;;;"sin firma";"Fundación e imperio";
1553;100307-0;Paula;"Sepúlveda Torres";"Av. Los Leones 9146";paula.sepulveda@correoexample.com;939418939;titular;100307-0;Paciente;;;"sin firma";"Medibanc S.A.";
